Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	K	Value
PD22NLD0146F	PDOM2022NLD0046M	Garderen	Utrecht	Garderen_01	Utrecht_06	Allosome	K = 7	 0.027538
PD22NLD0147F	PDOM2022NLD0046M	Garderen	Utrecht	Garderen_02	Utrecht_06	Allosome	K = 4	-0.014156
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Autosomes	K = 2	 0.004352
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Allosome	K = 3	 0.105660
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Allosome	K = 4	 0.062960
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Allosome	K = 6	-0.013725
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Allosome	K = 7	 0.014332
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Allosome	K = 2	 0.110188
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Autosomes	K = 7	-0.001120
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Autosomes	K = 3	 0.001453
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Allosome	K = 2	 0.096087
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Autosomes	K = 6	-0.002933
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Allosome	K = 5	-0.017242
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Autosomes	K = 4	-0.001086
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Allosome	K = 7	-0.016359
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Autosomes	K = 7	 0.000050
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Autosomes	K = 6	 0.002315
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Autosomes	K = 5	 0.002054
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Allosome	K = 5	 0.011561
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Autosomes	K = 4	-0.004212
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Autosomes	K = 5	-0.000679
PD22NLD0146F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_01	Utrecht_07	Allosome	K = 3	 0.086015
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Autosomes	K = 3	-0.000694
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Autosomes	K = 2	 0.002287
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Allosome	K = 6	 0.019491
PD22NLD0147F	PDOM2022NLD0047F	Garderen	Utrecht	Garderen_02	Utrecht_07	Allosome	K = 4	 0.076287
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Allosome	K = 3	 0.032362
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Allosome	K = 4	 0.011931
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Allosome	K = 4	 0.053802
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Autosomes	K = 2	 0.000193
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Allosome	K = 2	 0.080054
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Allosome	K = 6	 0.001586
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Autosomes	K = 7	-0.006122
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Allosome	K = 5	 0.001522
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Autosomes	K = 5	-0.009248
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Allosome	K = 7	-0.033043
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Autosomes	K = 6	-0.001386
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Autosomes	K = 5	-0.005190
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Autosomes	K = 6	-0.002703
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Autosomes	K = 7	-0.006492
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Autosomes	K = 2	-0.002013
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Allosome	K = 3	 0.068708
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Autosomes	K = 3	-0.002636
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Allosome	K = 7	 0.001505
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Autosomes	K = 4	-0.007878
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Allosome	K = 2	 0.039852
PD22NLD0146F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_01	Utrecht_08	Autosomes	K = 4	-0.004574
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Autosomes	K = 3	-0.004874
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Allosome	K = 5	-0.034263
PD22NLD0147F	PDOM2022NLD0048F	Garderen	Utrecht	Garderen_02	Utrecht_08	Allosome	K = 6	-0.031339
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Autosomes	K = 6	-0.003678
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Autosomes	K = 7	 0.002811
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Autosomes	K = 2	 0.000359
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Allosome	K = 4	-0.023151
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Allosome	K = 2	 0.005471
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Allosome	K = 2	-0.073600
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Allosome	K = 7	 0.028851
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Allosome	K = 4	-0.096956
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Allosome	K = 3	 0.005870
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Allosome	K = 5	-0.052647
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Allosome	K = 7	-0.052365
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Autosomes	K = 7	-0.002401
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Allosome	K = 3	-0.076152
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Autosomes	K = 6	-0.001467
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Autosomes	K = 2	 0.001282
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Autosomes	K = 5	-0.002293
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Autosomes	K = 5	-0.002210
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Allosome	K = 6	-0.052176
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Autosomes	K = 3	-0.001352
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Allosome	K = 6	 0.028437
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Allosome	K = 5	 0.029188
PD22NLD0147F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_02	Utrecht_09	Autosomes	K = 4	-0.003850
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Autosomes	K = 4	-0.003625
PD22NLD0146F	PDOM2022NLD0072M	Garderen	Utrecht	Garderen_01	Utrecht_09	Autosomes	K = 3	-0.002170
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Allosome	K = 2	-0.005365
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Allosome	K = 5	-0.012819
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Allosome	K = 6	-0.019443
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Autosomes	K = 6	 0.004675
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Allosome	K = 7	-0.072052
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Allosome	K = 2	 0.040980
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Allosome	K = 7	-0.012486
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Autosomes	K = 7	 0.012157
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Autosomes	K = 7	 0.003895
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Allosome	K = 4	-0.028441
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Autosomes	K = 5	 0.002801
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Allosome	K = 3	 0.034799
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Autosomes	K = 2	 0.006997
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Allosome	K = 4	 0.019110
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Allosome	K = 3	-0.011610
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Autosomes	K = 4	 0.005420
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Autosomes	K = 6	 0.003026
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Allosome	K = 6	-0.077133
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Autosomes	K = 5	 0.004324
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Autosomes	K = 4	 0.004270
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Autosomes	K = 3	 0.004591
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Autosomes	K = 3	 0.002845
PD22NLD0147F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_02	Utrecht_10	Allosome	K = 5	-0.072710
PD22NLD0146F	PDOM2022NLD0078F	Garderen	Utrecht	Garderen_01	Utrecht_10	Autosomes	K = 2	 0.005193
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Autosomes	K = 6	-0.001572
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Allosome	K = 3	 0.061768
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Allosome	K = 2	 0.065581
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Allosome	K = 2	 0.073635
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Allosome	K = 4	 0.021640
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Allosome	K = 6	-0.018224
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Allosome	K = 4	 0.035836
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Allosome	K = 5	-0.017017
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Allosome	K = 7	-0.018335
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Autosomes	K = 2	-0.003853
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Autosomes	K = 5	-0.005999
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Allosome	K = 7	-0.023494
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Autosomes	K = 7	-0.027198
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Autosomes	K = 6	-0.008219
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Autosomes	K = 3	-0.007571
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Autosomes	K = 7	-0.001379
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Autosomes	K = 4	-0.012405
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Autosomes	K = 5	-0.008592
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Autosomes	K = 2	-0.003211
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Autosomes	K = 4	-0.013990
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Autosomes	K = 3	-0.006815
PD22NLD0146F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_01	Utrecht_11	Allosome	K = 3	 0.066080
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Allosome	K = 5	-0.022236
PD22NLD0147F	PDOM2022NLD0080F	Garderen	Utrecht	Garderen_02	Utrecht_11	Allosome	K = 6	-0.020357
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Allosome	K = 6	-0.018475
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Allosome	K = 4	 0.036292
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Autosomes	K = 5	-0.000978
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Allosome	K = 2	 0.061111
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Allosome	K = 4	 0.026279
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Allosome	K = 3	 0.054864
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Allosome	K = 2	 0.056328
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Allosome	K = 7	-0.018700
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Allosome	K = 5	-0.017893
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Autosomes	K = 2	 0.007891
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Autosomes	K = 7	 0.004051
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Allosome	K = 7	-0.017742
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Allosome	K = 6	-0.014451
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Autosomes	K = 2	 0.000770
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Autosomes	K = 4	 0.006354
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Autosomes	K = 6	 0.002260
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Allosome	K = 3	 0.055522
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Autosomes	K = 6	 0.003870
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Autosomes	K = 5	 0.005192
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Autosomes	K = 7	-0.007233
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Autosomes	K = 3	-0.001016
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Autosomes	K = 4	-0.001348
PD22NLD0146F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_01	Utrecht_12	Autosomes	K = 3	 0.006184
PD22NLD0147F	PDOM2022NLD0081F	Garderen	Utrecht	Garderen_02	Utrecht_12	Allosome	K = 5	-0.017218
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Autosomes	K = 2	 0.000470
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Allosome	K = 3	 0.029558
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Allosome	K = 7	 0.007187
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Allosome	K = 4	 0.023475
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Allosome	K = 4	-0.004373
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Allosome	K = 3	 0.051324
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Allosome	K = 6	 0.007250
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Allosome	K = 2	 0.055520
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Autosomes	K = 7	 0.000807
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Autosomes	K = 7	-0.001451
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Autosomes	K = 5	-0.000476
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Autosomes	K = 5	-0.003878
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Autosomes	K = 6	-0.004101
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Autosomes	K = 4	-0.002123
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Allosome	K = 2	 0.030603
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Allosome	K = 5	-0.032145
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Autosomes	K = 6	-0.000602
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Allosome	K = 5	 0.006652
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Autosomes	K = 2	 0.003966
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Autosomes	K = 3	 0.001417
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Allosome	K = 6	-0.029641
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Autosomes	K = 4	 0.000515
PD22NLD0147F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_02	Utrecht_13	Allosome	K = 7	-0.031295
PD22NLD0146F	PDOM2022NLD0082F	Garderen	Utrecht	Garderen_01	Utrecht_13	Autosomes	K = 3	-0.002047
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Allosome	K = 6	-0.023586
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Autosomes	K = 2	 0.001394
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Allosome	K = 7	-0.022067
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Allosome	K = 4	-0.038280
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Allosome	K = 2	-0.031699
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Autosomes	K = 6	 0.001025
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Autosomes	K = 5	-0.003804
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Allosome	K = 4	-0.052823
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Allosome	K = 6	-0.012266
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Allosome	K = 2	-0.008299
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Autosomes	K = 7	 0.001443
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Autosomes	K = 7	-0.007595
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Autosomes	K = 3	-0.000285
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Autosomes	K = 4	-0.003240
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Autosomes	K = 2	 0.002311
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Allosome	K = 5	-0.024551
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Allosome	K = 5	-0.012105
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Autosomes	K = 4	-0.003356
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Autosomes	K = 6	-0.003866
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Allosome	K = 3	-0.034617
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Allosome	K = 3	-0.009861
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Allosome	K = 7	-0.009612
PD22NLD0147F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_02	Utrecht_14	Autosomes	K = 5	-0.005066
PD22NLD0146F	PDOM2022NLD0107J	Garderen	Utrecht	Garderen_01	Utrecht_14	Autosomes	K = 3	-0.001162
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Allosome	K = 6	 0.012626
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Autosomes	K = 2	 0.001984
PD22NLD0147F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_02	Utrecht_15	Allosome	K = 4	-0.040392
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Autosomes	K = 6	 0.001626
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Autosomes	K = 4	-0.000097
PD22NLD0147F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_02	Utrecht_15	Autosomes	K = 3	 0.002813
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Allosome	K = 7	 0.012389
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Autosomes	K = 7	-0.001388
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Allosome	K = 3	-0.018138
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Allosome	K = 5	 0.012851
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Allosome	K = 2	-0.021260
PD22NLD0147F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_02	Utrecht_15	Autosomes	K = 7	 0.011485
PD22NLD0147F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_02	Utrecht_15	Autosomes	K = 2	 0.004956
PD22NLD0147F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_02	Utrecht_15	Allosome	K = 3	-0.004498
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Allosome	K = 4	-0.043688
PD22NLD0147F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_02	Utrecht_15	Autosomes	K = 5	 0.001337
PD22NLD0147F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_02	Utrecht_15	Allosome	K = 5	 0.010049
PD22NLD0146F	PDOM2022NLD0108J	Garderen	Utrecht	Garderen_01	Utrecht_15	Autosomes	K = 5	-0.001741
